_wkt_geom,id,xcoord,ycoord
Point (-76.87210517756641082 38.49196741018745627),8553,-76.87210518,38.49196741
Point (-77.27342259534819391 39.25996918282667991),8564,-77.2734226,39.25996918
Point (-78.17225748132679541 38.69141534505091329),8563,-78.17225748,38.69141535
Point (-78.00334813478487206 38.73434944676886005),8566,-78.00334813,38.73434945
Point (-77.66244195178930454 38.6941331811818614),8565,-77.66244195,38.69413318
Point (-77.8386891302773023 38.94868779937554848),8560,-77.83868913,38.9486878
Point (-78.01321674841152287 38.79321559883622683),8559,-78.01321675,38.7932156
Point (-77.96674313907047349 38.36172122239923965),8562,-77.96674314,38.36172122
Point (-76.91751750465091675 39.01333539283839258),8561,-76.9175175,39.01333539
Point (-77.88937614364542128 38.85050799657444998),8572,-77.88937614,38.850508
Point (-76.70429097771929605 38.92273425747450233),8571,-76.70429098,38.92273426
Point (-76.82962316899660493 38.7147680790860278),8574,-76.82962317,38.71476808
Point (-76.56187965496891934 38.44937069969355292),8573,-76.56187965,38.4493707
Point (-78.06868599833833855 39.13485987048687775),8568,-78.068686,39.13485987
Point (-77.31484030577061617 39.26458684219217332),8567,-77.31484031,39.26458684
Point (-77.27009053954736828 38.87417942102580071),8570,-77.27009054,38.87417942
Point (-77.55041533595246506 38.96683921637568204),8569,-77.55041534,38.96683922
Point (-77.9197930670257648 39.03084517159359024),8516,-77.91979307,39.03084517
Point (-77.25425967441617559 38.87537125430377216),8515,-77.25425967,38.87537125
Point (-78.33471850235721945 38.88070894082671458),8518,-78.3347185,38.88070894
Point (-77.28020378507561361 39.30941106169014176),8517,-77.28020379,39.30941106
Point (-77.84260288611955048 38.48986105077435838),8512,-77.84260289,38.48986105
Point (-77.28848864341239278 39.56659029958763085),8511,-77.28848864,39.5665903
Point (-78.34099229727976876 38.86950469599877778),8514,-78.3409923,38.8695047
Point (-77.02728379635657063 38.42155150421603338),8513,-77.0272838,38.4215515
Point (-77.27664617814185988 38.50153742302690318),8524,-77.27664618,38.50153742
Point (-77.13213776374564645 38.49919433705908034),8523,-77.13213776,38.49919434
Point (-77.97184304629774942 38.99234231813874629),8526,-77.97184305,38.99234232
Point (-77.69918207913762842 39.13011313144983205),8525,-77.69918208,39.13011313
Point (-78.01333143684276195 38.33744397464458586),8520,-78.01333144,38.33744397
Point (-77.1295122546374472 39.50470016485660096),8519,-77.12951225,39.50470016
Point (-77.77854004383038955 39.02094458945690292),8522,-77.77854004,39.02094459
Point (-76.74500735244883742 38.88977551306142288),8521,-76.74500735,38.88977551
Point (-76.79895339134588994 38.52970278793898018),8532,-76.79895339,38.52970279
Point (-77.55307844452623556 38.69887232459092274),8531,-77.55307844,38.69887232
Point (-77.01392242321354331 38.97890717566791352),8534,-77.01392242,38.97890718
Point (-77.61929876426350461 38.83924109391018931),8533,-77.61929876,38.83924109
Point (-76.98418059983097805 38.87212725380251754),8528,-76.9841806,38.87212725
Point (-77.03353325254238371 39.00250436905238871),8527,-77.03353325,39.00250437
Point (-77.19161604498130203 38.84144028539390803),8530,-77.19161604,38.84144029
Point (-76.38958892960027924 38.3254789486959595),8529,-76.38958893,38.32547895
Point (-77.59146769979020064 38.18630985317788884),8540,-77.5914677,38.18630985
Point (-77.18645062633103748 38.66011737946359972),8539,-77.18645063,38.66011738
Point (-77.36935436237358488 39.5201622019174863),8542,-77.36935436,39.5201622
Point (-77.86750124931657524 39.2797591162361357),8541,-77.86750125,39.27975912
Point (-77.70035027700662056 38.9994023821391238),8536,-77.70035028,38.99940238
Point (-77.15480777466669338 39.05975392836293736),8535,-77.15480777,39.05975393
Point (-77.76893507405424089 38.75993317258472359),8538,-77.76893507,38.75993317
Point (-77.39890174453358895 38.23639868487887128),8537,-77.39890174,38.23639868
Point (-76.70523552574853454 38.86813345419811583),8484,-76.70523553,38.86813345
Point (-76.86981484911812856 38.74969865780224865),8483,-76.86981485,38.74969866
Point (-77.07791290031772746 38.42508333893178474),8486,-77.0779129,38.42508334
Point (-76.56391560882528324 38.66827133840138231),8485,-76.56391561,38.66827134
Point (-77.60308687292653929 38.90038452214818676),8480,-77.60308687,38.90038452
Point (-77.44140837579406877 39.09644653680568638),8479,-77.44140838,39.09644654
Point (-78.16739124481580347 38.65796501817730046),8482,-78.16739124,38.65796502
Point (-77.95841356066550532 39.19761203819719952),8481,-77.95841356,39.19761204
Point (-77.10513080002344566 39.20397299428287141),8492,-77.1051308,39.20397299
Point (-77.79895498213097937 39.15772807091085639),8491,-77.79895498,39.15772807
Point (-77.91844072068813887 38.39106793917219562),8494,-77.91844072,38.39106794
Point (-77.88986614734494651 39.16299069646752429),8493,-77.88986615,39.1629907
Point (-78.22163798519105171 38.64673262364355111),8488,-78.22163799,38.64673262
Point (-77.52077184239118424 39.17417798194853162),8487,-77.52077184,39.17417798
Point (-76.96372754966483853 38.37827597520969647),8490,-76.96372755,38.37827598
Point (-77.00315370290748263 38.66659803073834922),8489,-77.0031537,38.66659803
Point (-77.91574595873757403 38.7634078578790735),8500,-77.91574596,38.76340786
Point (-76.93478473318954514 38.53863900524955),8499,-76.93478473,38.53863901
Point (-77.07439814740655493 38.41018371733022718),8502,-77.07439815,38.41018372
Point (-77.47850679401631169 38.5497535560394553),8501,-77.47850679,38.54975356
Point (-77.61193847722321948 38.57199827246699897),8496,-77.61193848,38.57199827
Point (-78.02513442480953643 38.63364021916553526),8495,-78.02513442,38.63364022
Point (-77.5510107238125812 38.16147448022989863),8498,-77.55101072,38.16147448
Point (-77.69227099046491958 38.3767404203757323),8497,-77.69227099,38.37674042
Point (-76.74359299969140125 38.95042465449413527),8508,-76.743593,38.95042465
Point (-77.68432722313495731 38.99540051488555292),8507,-77.68432722,38.99540051
Point (-77.76116512656781765 39.3852959501541946),8510,-77.76116513,39.38529595
Point (-77.38646097858962492 39.58777985456396209),8509,-77.38646098,39.58777985
Point (-76.44871877160551321 38.58416440906575673),8504,-76.44871877,38.58416441
Point (-77.18264109910496984 38.75770570480737121),8503,-77.1826411,38.7577057
Point (-77.41830997123436475 38.37767725247683614),8506,-77.41830997,38.37767725
Point (-77.74072689276630399 39.11936246713209187),8505,-77.74072689,39.11936247
Point (-77.06895650426076827 38.89972925489810507),8452,-77.0689565,38.89972925
Point (-77.46187302027385613 39.28885004516435231),8451,-77.46187302,39.28885005
Point (-76.44493861033127757 38.35091659311481038),8454,-76.44493861,38.35091659
Point (-78.18628206161059779 38.85969774602092741),8453,-78.18628206,38.85969775
Point (-77.41651826630176458 39.12532028475764179),8448,-77.41651827,39.12532028
Point (-76.95363878975881278 38.63972164193683767),8447,-76.95363879,38.63972164
Point (-77.64008714300851466 37.99763674683547521),8450,-77.64008714,37.99763675
Point (-77.14796410108830571 38.95895733913651782),8449,-77.1479641,38.95895734
Point (-77.59179861775433551 38.50571419476085566),8460,-77.59179862,38.50571419
Point (-77.59822036322984218 39.26292174542699343),8459,-77.59822036,39.26292175
Point (-78.16871780555374016 38.76350519802707595),8462,-78.16871781,38.7635052
Point (-76.71061795604616407 38.85738738332476316),8461,-76.71061796,38.85738738
Point (-77.47473972593762426 38.80528108056272174),8456,-77.47473973,38.80528108
Point (-77.82797914195705857 38.99599968028719843),8455,-77.82797914,38.99599968
Point (-77.55002756123536756 38.9117327473251251),8458,-77.55002756,38.91173275
Point (-77.78795053797844616 38.38265113427806341),8457,-77.78795054,38.38265113
Point (-76.84203022410768824 38.50868652293139149),8468,-76.84203022,38.50868652
Point (-77.6272445982988728 39.41258182853103875),8467,-77.6272446,39.41258183
Point (-77.90477738011129816 39.09382159412080426),8470,-77.90477738,39.09382159
Point (-78.26968512844520376 38.69288811651968274),8469,-78.26968513,38.69288812
Point (-78.23605457716908518 38.62608132287139995),8464,-78.23605458,38.62608132
Point (-77.40695155464139532 38.25998163518560347),8463,-77.40695155,38.25998164
Point (-77.3970009679425317 39.55732951060516456),8466,-77.39700097,39.55732951
Point (-77.7109381566027082 38.44474729757136799),8465,-77.71093816,38.4447473
Point (-78.19328509782837955 38.63989995985621562),8476,-78.1932851,38.63989996
Point (-77.79569962543129691 39.26077237715736601),8475,-77.79569963,39.26077238
Point (-77.78124888491221611 38.58500726272551162),8478,-77.78124888,38.58500726
Point (-77.28040238973872533 38.79150367222590035),8477,-77.28040239,38.79150367
Point (-77.43801780944812663 39.07027566112505212),8472,-77.43801781,39.07027566
Point (-76.59908841613400909 38.6870620968016965),8471,-76.59908842,38.6870621
Point (-77.86789772127119136 38.67351204902415418),8474,-77.86789772,38.67351205
Point (-77.40854511275051664 38.89784294506296902),8473,-77.40854511,38.89784295
Point (-77.25165709595800934 39.46856683541997057),8420,-77.2516571,39.46856684
Point (-77.10827697984801432 39.02101631144257965),8419,-77.10827698,39.02101631
Point (-77.09935330775500972 38.88584885185357365),8422,-77.09935331,38.88584885
Point (-78.1264535343443498 38.8560325259955448),8421,-78.12645353,38.85603253
Point (-77.83159835161889362 39.38804551334104787),8416,-77.83159835,39.38804551
Point (-77.16552832361888647 38.98376408452168818),8415,-77.16552832,38.98376408
Point (-77.97671143245835879 38.55629266745852846),8418,-77.97671143,38.55629267
Point (-77.33937644915343412 39.59358489833399375),8417,-77.33937645,39.5935849
Point (-77.33106042919473566 39.01526175582289113),8428,-77.33106043,39.01526176
Point (-76.91684379394375526 38.98091501586205965),8427,-76.91684379,38.98091502
Point (-76.91281322534619846 39.0678385246994111),8430,-76.91281323,39.06783852
Point (-77.41186551633522583 38.60741392619235768),8429,-77.41186552,38.60741393
Point (-77.1204162116477363 38.63672536409181646),8424,-77.12041621,38.63672536
Point (-77.9752644176787868 38.47497835519397569),8423,-77.97526442,38.47497836
Point (-77.97534166992879534 38.7767748152174363),8426,-77.97534167,38.77677482
Point (-77.41658980217188457 38.30080929221232111),8425,-77.4165898,38.30080929
Point (-77.46442074605705841 39.19091013346425001),8436,-77.46442075,39.19091013
Point (-77.31856475581626853 38.36920423804973268),8435,-77.31856476,38.36920424
Point (-76.91359750287001873 38.56512159927338246),8438,-76.9135975,38.5651216
Point (-76.83925790143736378 38.52524851653397064),8437,-76.8392579,38.52524852
Point (-76.41586048201810399 38.47731273808165042),8432,-76.41586048,38.47731274
Point (-76.84417838309818194 38.72366010877627929),8431,-76.84417838,38.72366011
Point (-78.01562048955346995 38.79591767482315845),8434,-78.01562049,38.79591767
Point (-78.26288027770155509 38.73472415050069628),8433,-78.26288028,38.73472415
Point (-77.50603706624495715 38.53274120676165637),8444,-77.50603707,38.53274121
Point (-77.02104888882628586 39.20098853807115091),8443,-77.02104889,39.20098854
Point (-77.93404486230751615 39.10552938359604269),8446,-77.93404486,39.10552938
Point (-77.14649498883298406 39.47957268467614256),8445,-77.14649499,39.47957268
Point (-78.25482304442920167 38.7654932050750034),8440,-78.25482304,38.76549321
Point (-77.14835447887860198 38.76303749598164927),8439,-77.14835448,38.7630375
Point (-77.84477470671865262 39.08474569618171301),8442,-77.84477471,39.0847457
Point (-77.77534018788473702 38.58757278365741428),8441,-77.77534019,38.58757278
Point (-77.01155160858857585 39.14775637012053977),8388,-77.01155161,39.14775637
Point (-78.10623788820076641 38.73738543281893953),8387,-78.10623789,38.73738543
Point (-77.41498099961054891 39.05939481865725327),8390,-77.414981,39.05939482
Point (-77.50043203296245053 38.14450947080187149),8389,-77.50043203,38.14450947
Point (-78.05260431921109898 38.73167388233263608),8384,-78.05260432,38.73167388
Point (-77.18796380915388511 38.72488448943833816),8383,-77.18796381,38.72488449
Point (-76.89731526586031407 38.87656725938593638),8386,-76.89731527,38.87656726
Point (-77.03997415857121212 39.1913942052793729),8385,-77.03997416,39.19139421
Point (-76.98644664766663936 38.67176535772866686),8396,-76.98644665,38.67176536
Point (-77.60295201156834821 39.10966418908625286),8395,-77.60295201,39.10966419
Point (-76.9200499347898301 38.23123165409975854),8398,-76.92004993,38.23123165
Point (-76.48343780966204974 38.51086521510925564),8397,-76.48343781,38.51086522
Point (-76.88041306164865318 38.52473192330995033),8392,-76.88041306,38.52473192
Point (-77.14023958666579972 38.52508016255571732),8391,-77.14023959,38.52508016
Point (-77.07952123841511138 38.81273885620316122),8394,-77.07952124,38.81273886
Point (-77.15740659816752611 38.55474687785901011),8393,-77.1574066,38.55474688
Point (-77.45214060032286341 39.46856578240125657),8404,-77.4521406,39.46856578
Point (-76.90357695949879258 38.32734547068969988),8403,-76.90357696,38.32734547
Point (-77.83313169682611488 38.92113346059188927),8406,-77.8331317,38.92113346
Point (-77.55175313360939526 38.70289094819286646),8405,-77.55175313,38.70289095
Point (-77.41783468600901585 39.46890668027522509),8400,-77.41783469,39.46890668
Point (-77.4721063869331914 39.5185877606557554),8399,-77.47210639,39.51858776
Point (-77.50143512621284003 39.60744788532606719),8402,-77.50143513,39.60744789
Point (-76.99747830689274508 38.97676444511174765),8401,-76.99747831,38.97676445
Point (-77.9424403981209224 38.68325731021898406),8412,-77.9424404,38.68325731
Point (-78.18420065075339664 38.89777650541354603),8411,-78.18420065,38.89777651
Point (-78.08082241606156515 39.04274676289524137),8414,-78.08082242,39.04274676
Point (-77.43910433721912057 38.44312284363538623),8413,-77.43910434,38.44312284
Point (-77.74056045352617161 38.94803772063718128),8408,-77.74056045,38.94803772
Point (-77.80547664120065576 39.26424179960037009),8407,-77.80547664,39.2642418
Point (-78.30153570062832102 38.86058199261724155),8410,-78.3015357,38.86058199
Point (-77.96950579767550948 38.53152762819653532),8409,-77.9695058,38.53152763
Point (-77.73399787127512184 39.1120571758863349),8356,-77.73399787,39.11205718
Point (-77.62435121237291469 39.10657619688904418),8355,-77.62435121,39.1065762
Point (-76.46776457061294252 38.47533286972549149),8358,-76.46776457,38.47533287
Point (-77.88522056923888215 38.61881614205776714),8357,-77.88522057,38.61881614
Point (-77.78898198423156884 38.5073707881797489),8352,-77.78898198,38.50737079
Point (-76.9465164576422751 39.08432649399071579),8351,-76.94651646,39.08432649
Point (-77.41626544078442862 38.64995442081152532),8354,-77.41626544,38.64995442
Point (-77.35657715989627548 38.97106983325469542),8353,-77.35657716,38.97106983
Point (-77.93552246377500126 38.95686645219986133),8364,-77.93552246,38.95686645
Point (-78.09645292101539837 39.01390773441954707),8363,-78.09645292,39.01390773
Point (-77.76835690296874759 38.48359334783538088),8366,-77.7683569,38.48359335
Point (-77.7118480188279932 38.82676119758402677),8365,-77.71184802,38.8267612
Point (-78.12038683801741001 38.63912933641718439),8360,-78.12038684,38.63912934
Point (-77.51554889166773421 38.24080843636497207),8359,-77.51554889,38.24080844
Point (-76.57015319844487067 38.68106276093273976),8362,-76.5701532,38.68106276
Point (-77.29986809132329029 39.46548723130754865),8361,-77.29986809,39.46548723
Point (-76.8677111878767505 38.99767729457565224),8372,-76.86771119,38.99767729
Point (-78.11628603842639507 38.46222758247836282),8371,-78.11628604,38.46222758
Point (-77.24186016542023481 39.14078623328241235),8374,-77.24186017,39.14078623
Point (-77.28727755944248656 38.66786392938809769),8373,-77.28727756,38.66786393
Point (-78.13507333335984129 38.59708436794049646),8368,-78.13507333,38.59708437
Point (-77.92166288965394472 38.41923026735698699),8367,-77.92166289,38.41923027
Point (-77.34261423087535547 38.77253961910150082),8370,-77.34261423,38.77253962
Point (-77.98913589729170326 38.84853002896311125),8369,-77.9891359,38.84853003
Point (-77.44649076802869558 39.62107952472849348),8380,-77.44649077,39.62107952
Point (-77.73051950432974877 38.55412129585806014),8379,-77.7305195,38.5541213
Point (-76.55586095256290946 38.64250383450634985),8382,-76.55586095,38.64250383
Point (-77.25309116212331162 38.93539786878748288),8381,-77.25309116,38.93539787
Point (-77.58889896929781571 39.53545078323498529),8376,-77.58889897,39.53545078
Point (-77.77413097004892961 38.7827206455922493),8375,-77.77413097,38.78272065
Point (-76.43522504591585687 38.50778717403374429),8378,-76.43522505,38.50778717
Point (-76.91077714774685603 38.81254181446603724),8377,-76.91077715,38.81254181
Point (-77.73580711242244945 38.16989556584071863),8324,-77.73580711,38.16989557
Point (-77.4878414298051581 38.56581487532875485),8323,-77.48784143,38.56581488
Point (-77.8178092617854702 38.22759098083591311),8326,-77.81780926,38.22759098
Point (-77.92634370969834379 38.3719008896849445),8325,-77.92634371,38.37190089
Point (-77.47230546357212688 39.1514937992048857),8320,-77.47230546,39.1514938
Point (-77.5732836573399851 39.01288980189090694),8319,-77.57328366,39.0128898
Point (-77.37208834480482267 38.94767888450645899),8322,-77.37208834,38.94767888
Point (-77.4529663689242085 39.49643651319771465),8321,-77.45296637,39.49643651
Point (-77.53413384688197141 38.6603325225788339),8332,-77.53413385,38.66033252
Point (-77.92954352853350031 38.90760573631095554),8331,-77.92954353,38.90760574
Point (-77.68657115163401272 38.68349369606050203),8334,-77.68657115,38.6834937
Point (-77.53908835482346262 38.44025990516183811),8333,-77.53908835,38.44025991
Point (-77.52267648470578365 38.62592506400891779),8328,-77.52267648,38.62592506
Point (-77.16957028705358823 38.64401410835334616),8327,-77.16957029,38.64401411
Point (-76.93423386367655326 38.78137812713501376),8330,-76.93423386,38.78137813
Point (-77.38753314352364043 39.47819735892733206),8329,-77.38753314,39.47819736
Point (-77.10043852188029234 39.16865064757411119),8340,-77.10043852,39.16865065
Point (-77.27331720373601343 39.5901575324207613),8339,-77.2733172,39.59015753
Point (-77.85988251153183626 38.42826470729770705),8342,-77.85988251,38.42826471
Point (-77.27734722089081743 39.00771636814307897),8341,-77.27734722,39.00771637
Point (-78.21913669463158669 38.98849389622107253),8336,-78.21913669,38.9884939
Point (-77.66749030271859056 38.76106278353626067),8335,-77.6674903,38.76106278
Point (-77.31571502970450638 39.62307091814866311),8338,-77.31571503,39.62307092
Point (-77.46912921232710403 39.0944687059073388),8337,-77.46912921,39.09446871
Point (-77.55897198301305195 38.97936945922181451),8348,-77.55897198,38.97936946
Point (-77.9563501054442014 38.48380914846529777),8347,-77.95635011,38.48380915
Point (-77.13168545657229913 38.81452324344464699),8350,-77.13168546,38.81452324
Point (-77.14397748585990655 39.48142689501158742),8349,-77.14397749,39.4814269
Point (-78.0591311435541968 38.72210443614658004),8344,-78.05913114,38.72210444
Point (-77.29825411856084827 38.93560447644208011),8343,-77.29825412,38.93560448
Point (-77.49945852548046332 39.29591139954580115),8346,-77.49945853,39.2959114
Point (-76.65121785914898567 38.71333456145521978),8345,-76.65121786,38.71333456
Point (-77.90471669800466259 38.5454463106261187),8292,-77.9047167,38.54544631
Point (-77.61157544091612692 39.0260800226194533),8291,-77.61157544,39.02608002
Point (-76.767905850416156 38.75056744710372669),8294,-76.76790585,38.75056745
Point (-77.45858832554533535 38.77779768933040572),8293,-77.45858833,38.77779769
Point (-77.92678925484068486 39.1928414580321558),8288,-77.92678925,39.19284146
Point (-77.872048069044979 39.09538697615725056),8287,-77.87204807,39.09538698
Point (-78.04564610669699221 38.84768111873346896),8290,-78.04564611,38.84768112
Point (-77.40397792460156268 38.64154146489576647),8289,-77.40397792,38.64154146
Point (-76.84344653442224171 39.08864696447200515),8300,-76.84344653,39.08864696
Point (-77.00144439215296188 38.42813526597382179),8299,-77.00144439,38.42813527
Point (-77.58834957978277203 38.58054170302813901),8302,-77.58834958,38.5805417
Point (-77.39557815828871412 38.31541762871210466),8301,-77.39557816,38.31541763
Point (-77.76854973025285744 38.47164563678126825),8296,-77.76854973,38.47164564
Point (-77.93723554306126289 38.39223844905281879),8295,-77.93723554,38.39223845
Point (-76.88186901421428843 38.35315728966566695),8298,-76.88186901,38.35315729
Point (-77.63232528961381718 38.22927358575379486),8297,-77.63232529,38.22927359
Point (-77.39295428855231762 39.1965807639141488),8308,-77.39295429,39.19658076
Point (-76.88425864982578162 38.64131552893788779),8307,-76.88425865,38.64131553
Point (-76.44420423378421958 38.38476580469441757),8310,-76.44420423,38.3847658
Point (-77.56964041170257929 39.35022941679776665),8309,-77.56964041,39.35022942
Point (-78.07529809232552509 39.015884355905186),8304,-78.07529809,39.01588436
Point (-77.89973124738835963 38.89519620623000407),8303,-77.89973125,38.89519621
Point (-77.07272415470383464 38.80240013818699651),8306,-77.07272415,38.80240014
Point (-77.58290002605022551 39.20018730087968351),8305,-77.58290003,39.2001873
Point (-77.28620518113632443 38.79788954002821555),8316,-77.28620518,38.79788954
Point (-76.73672432850568725 38.93965204454278961),8315,-76.73672433,38.93965204
Point (-77.35147303132093555 39.03302668960463961),8318,-77.35147303,39.03302669
Point (-77.7036350067613597 39.08479626455613953),8317,-77.70363501,39.08479626
Point (-77.49095343231338973 38.24371676037586809),8312,-77.49095343,38.24371676
Point (-77.38477754381594309 39.56893614404120285),8311,-77.38477754,39.56893614
Point (-78.20603883423027014 38.98515271801615256),8314,-78.20603883,38.98515272
Point (-77.67456524618751246 38.52741487832181377),8313,-77.67456525,38.52741488
Point (-77.63460280423781512 38.91014651778137079),8260,-77.6346028,38.91014652
Point (-76.8497825444947722 38.2984011689579944),8259,-76.84978254,38.29840117
Point (-78.20295619640944551 38.99704076856941981),8262,-78.2029562,38.99704077
Point (-77.65760001019103242 38.98492301472824551),8261,-77.65760001,38.98492301
Point (-78.23739082756840446 38.55177119169422184),8256,-78.23739083,38.55177119
Point (-76.79844712078299551 38.80527873475146805),8255,-76.79844712,38.80527873
Point (-77.2833377843964513 38.55882310963782089),8258,-77.28333778,38.55882311
Point (-77.25316911050093438 38.97582027176680697),8257,-77.25316911,38.97582027
Point (-77.49777376871368517 38.65393838907150581),8268,-77.49777377,38.65393839
Point (-76.66692752991068005 38.54721211676302772),8267,-76.66692753,38.54721212
Point (-76.99766332837862137 38.89725028687893627),8270,-76.99766333,38.89725029
Point (-77.95998463001436107 38.8774850847582627),8269,-77.95998463,38.87748508
Point (-77.35485248718920559 39.12659301018130975),8264,-77.35485249,39.12659301
Point (-77.99337061784369496 38.74186614556210628),8263,-77.99337062,38.74186615
Point (-76.35290162040728035 38.3449986536554519),8266,-76.35290162,38.34499865
Point (-77.60923708966213042 39.18738078065446473),8265,-77.60923709,39.18738078
Point (-77.23104989546123988 38.94537417504908916),8276,-77.2310499,38.94537418
Point (-78.18158691120973458 38.62220119818743314),8275,-78.18158691,38.6222012
Point (-77.523313974313524 38.85618404720626984),8278,-77.52331397,38.85618405
Point (-77.85717076471719622 38.93044537686277096),8277,-77.85717076,38.93044538
Point (-78.04861723198611401 38.35270085964531717),8272,-78.04861723,38.35270086
Point (-78.2497227392892114 38.90517631832435086),8271,-78.24972274,38.90517632
Point (-77.67603598326995495 38.91319556400072344),8274,-77.67603598,38.91319556
Point (-77.95764107197280168 38.52621637303663249),8273,-77.95764107,38.52621637
Point (-77.19944675634566522 39.35647638150052785),8284,-77.19944676,39.35647638
Point (-76.56725525439587443 38.59948058904596735),8283,-76.56725525,38.59948059
Point (-76.78218279333238172 38.60198828890604972),8286,-76.78218279,38.60198829
Point (-77.66313766053335144 38.59242396188327717),8285,-77.66313766,38.59242396
Point (-77.02944883190109238 38.84533603166223514),8280,-77.02944883,38.84533603
Point (-77.02235316201068827 38.4626524756265411),8279,-77.02235316,38.46265248
Point (-77.34641563611025106 38.59321201441660776),8282,-77.34641564,38.59321201
Point (-76.92692727884393378 39.12064461561071482),8281,-76.92692728,39.12064462
Point (-76.56072151994010255 38.67849517552628669),8228,-76.56072152,38.67849518
Point (-78.04020060280925009 38.93023845580047038),8227,-78.0402006,38.93023846
Point (-77.39140856139655966 39.68075563186540933),8230,-77.39140856,39.68075563
Point (-77.83352006272107815 39.30837603810308423),8229,-77.83352006,39.30837604
Point (-77.65347518312374575 38.28173300933264755),8224,-77.65347518,38.28173301
Point (-77.27159272929594636 38.87433853303841147),8223,-77.27159273,38.87433853
Point (-76.77169041576610198 38.59635029857454924),8226,-76.77169042,38.5963503
Point (-77.58193636656929471 38.38918108853489741),8225,-77.58193637,38.38918109
Point (-78.21629199945611788 38.89082356402436602),8236,-78.216292,38.89082356
Point (-77.05175249552983985 38.97165618478729954),8235,-77.0517525,38.97165618
Point (-76.96977611569612066 38.93967019191524059),8238,-76.96977612,38.93967019
Point (-77.76034632253751511 38.618310788739592),8237,-77.76034632,38.61831079
Point (-76.62259616361038184 38.48609158614604553),8232,-76.62259616,38.48609159
Point (-77.08382040553297543 38.59266126940309505),8231,-77.08382041,38.59266127
Point (-78.24866791993980542 38.86507585320899949),8234,-78.24866792,38.86507585
Point (-77.54731409531173369 38.87744898447817121),8233,-77.5473141,38.87744898
Point (-78.01112378417009552 39.11359406319921561),8244,-78.01112378,39.11359406
Point (-77.23908653509927547 38.64845198151532912),8243,-77.23908654,38.64845198
Point (-76.54027864764543665 38.43873749308485088),8246,-76.54027865,38.43873749
Point (-76.84545152316159999 39.01854830524552398),8245,-76.84545152,39.01854831
Point (-77.46045179468964648 39.03731172124403059),8240,-77.46045179,39.03731172
Point (-76.79271169124405105 38.7851652843355339),8239,-76.79271169,38.78516528
Point (-77.66082761498162768 38.76606372659181687),8242,-77.66082761,38.76606373
Point (-76.89532298533826804 38.36929474906003179),8241,-76.89532299,38.36929475
Point (-78.15537438370792245 38.73271839876367295),8252,-78.15537438,38.7327184
Point (-77.63366609190049417 38.60663040248314104),8251,-77.63366609,38.6066304
Point (-76.80570706473066878 38.78645306627382183),8254,-76.80570706,38.78645307
Point (-77.32102053758428895 38.80473209063320894),8253,-77.32102054,38.80473209
Point (-78.23277062353180611 38.86854000081638105),8248,-78.23277062,38.86854
Point (-77.48752449860353408 38.95254747532052164),8247,-77.4875245,38.95254748
Point (-77.87985018423785277 38.83736916275294249),8250,-77.87985018,38.83736916
Point (-77.59225140565494883 39.41633793870821023),8249,-77.59225141,39.41633794
Point (-77.40685205745134567 38.71960150858666339),8196,-77.40685206,38.71960151
Point (-78.00513265210240377 38.83806213067505553),8195,-78.00513265,38.83806213
Point (-77.45467926878194476 39.2668015436620621),8198,-77.45467927,39.26680154
Point (-77.35810745662341503 38.24498083790400926),8197,-77.35810746,38.24498084
Point (-77.83451749869843184 38.10290859848610978),8192,-77.8345175,38.1029086
Point (-78.08263163706166665 39.08408789458164279),8191,-78.08263164,39.08408789
Point (-76.97191423323137371 38.88597709020144322),8194,-76.97191423,38.88597709
Point (-77.50165164209823843 38.49404618490732588),8193,-77.50165164,38.49404618
Point (-76.92797745701848555 38.51712251963088107),8204,-76.92797746,38.51712252
Point (-77.4915869016184331 38.63887948759536783),8203,-77.4915869,38.63887949
Point (-77.01056669930477483 39.08504924749755816),8206,-77.0105667,39.08504925
Point (-77.42357597587481166 39.37784914063063724),8205,-77.42357598,39.37784914
Point (-77.44214103039863062 39.2785123152047575),8200,-77.44214103,39.27851232
Point (-77.50845350028542668 39.0186646009555318),8199,-77.5084535,39.0186646
Point (-76.94022076690251311 39.0592298097644175),8202,-76.94022077,39.05922981
Point (-77.15583041358655692 39.44291513912792624),8201,-77.15583041,39.44291514
Point (-77.85423513103255289 38.11220634715219546),8212,-77.85423513,38.11220635
Point (-77.82529099107513559 38.16955347135116483),8211,-77.82529099,38.16955347
Point (-76.72445741898415861 38.72639796251738176),8214,-76.72445742,38.72639796
Point (-76.47150288993869083 38.61630226617822359),8213,-76.47150289,38.61630227
Point (-77.67002992733220879 39.02987410945187463),8208,-77.67002993,39.02987411
Point (-77.31062102177905615 39.00020520990932482),8207,-77.31062102,39.00020521
Point (-76.50951493081760191 38.39034934135670341),8210,-76.50951493,38.39034934
Point (-77.86712398521972034 39.20469501765505527),8209,-77.86712399,39.20469502
Point (-78.13983362398741406 38.86985168062501117),8220,-78.13983362,38.86985168
Point (-78.07860373669004161 38.73631265222326192),8219,-78.07860374,38.73631265
Point (-76.86330256855950438 38.37158513189448428),8222,-76.86330257,38.37158513
Point (-78.13286178818744077 39.07101646320168697),8221,-78.13286179,39.07101646
Point (-77.14301008013444516 38.87686620786583802),8216,-77.14301008,38.87686621
Point (-77.91935782786481468 38.70288784523384606),8215,-77.91935783,38.70288785
Point (-77.49718947085246157 38.68781483374385743),8218,-77.49718947,38.68781483
